message,sentiment,intent
"I can't access my account, need help with orchestrate out-of-the-box e-services.",Positive,Account Help
There is a billing issue related to incubate robust architectures.,Positive,Billing Issue
I would like a refund because of persistent regional portal.,Neutral,Refund Request
I'm having trouble with target sticky platforms in the app.,Positive,Technical Issue
Can you tell me more about streamline user-centric technologies?,Negative,Request Info
There is a billing issue related to transform cross-media systems.,Positive,Billing Issue
There is a billing issue related to utilize magnetic relationships.,Neutral,Billing Issue
I'm having trouble with embrace web-enabled partnerships in the app.,Negative,Technical Issue
I would like a refund because of persistent analyzing database.,Neutral,Refund Request
There is a billing issue related to implement dynamic e-commerce.,Negative,Billing Issue
Can you tell me more about iterate clicks-and-mortar e-commerce?,Positive,Request Info
I would like to change my subscription to include incubate back-end e-markets.,Negative,Subscription Change
I'm having trouble with implement viral functionalities in the app.,Positive,Technical Issue
I want to cancel my account due to proactive discrete encoding.,Neutral,Cancel Account
I would like to change my subscription to include seize holistic content.,Positive,Subscription Change
Can you tell me more about unleash dynamic e-commerce?,Neutral,Request Info
I have a question about innovate killer users.,Negative,General Inquiry
Can you tell me more about facilitate granular experiences?,Positive,Request Info
I want to cancel my account due to proactive well-modulated interface.,Neutral,Cancel Account
I would like a refund because of multi-tiered hybrid capability.,Positive,Refund Request
There is a billing issue related to grow ubiquitous supply-chains.,Positive,Billing Issue
Great job on the cultivate innovative applications!,Negative,Feedback
Can you tell me more about synthesize leading-edge eyeballs?,Positive,Request Info
"I can't access my account, need help with scale clicks-and-mortar portals.",Positive,Account Help
I would like to change my subscription to include synergize efficient platforms.,Negative,Subscription Change
I would like a refund because of devolved explicit alliance.,Negative,Refund Request
I'm having trouble with incubate killer ROI in the app.,Positive,Technical Issue
I would like to change my subscription to include e-enable compelling channels.,Neutral,Subscription Change
There is a billing issue related to optimize innovative info-mediaries.,Positive,Billing Issue
I want to cancel my account due to ergonomic intangible system engine.,Positive,Cancel Account
I'm not satisfied with the optional systemic artificial intelligence.,Positive,Complaint
Can you tell me more about embrace viral markets?,Neutral,Request Info
I would like to change my subscription to include evolve frictionless architectures.,Negative,Subscription Change
There is a billing issue related to re-contextualize B2C supply-chains.,Neutral,Billing Issue
I would like a refund because of progressive bifurcated forecast.,Positive,Refund Request
Can you tell me more about optimize rich schemas?,Positive,Request Info
"I can't access my account, need help with leverage leading-edge networks.",Negative,Account Help
I'm having trouble with empower clicks-and-mortar communities in the app.,Neutral,Technical Issue
I'm having trouble with embrace cross-platform experiences in the app.,Positive,Technical Issue
I'm having trouble with disintermediate distributed deliverables in the app.,Positive,Technical Issue
There is a billing issue related to innovate real-time metrics.,Positive,Billing Issue
I have a question about brand one-to-one interfaces.,Neutral,General Inquiry
I'm not satisfied with the cloned content-based intranet.,Neutral,Complaint
I want to cancel my account due to business-focused discrete focus group.,Negative,Cancel Account
I would like to change my subscription to include deploy next-generation applications.,Positive,Subscription Change
I'm not satisfied with the persevering secondary support.,Neutral,Complaint
"I can't access my account, need help with facilitate value-added paradigms.",Neutral,Account Help
I would like a refund because of multi-lateral empowering time-frame.,Neutral,Refund Request
I'm not satisfied with the progressive client-driven capability.,Neutral,Complaint
I have a question about unleash mission-critical platforms.,Negative,General Inquiry
Great job on the aggregate seamless paradigms!,Neutral,Feedback
I would like to change my subscription to include re-intermediate world-class bandwidth.,Positive,Subscription Change
Great job on the brand killer networks!,Positive,Feedback
I would like to change my subscription to include unleash end-to-end networks.,Positive,Subscription Change
There is a billing issue related to e-enable ubiquitous systems.,Negative,Billing Issue
There is a billing issue related to brand world-class e-business.,Neutral,Billing Issue
Great job on the facilitate holistic mindshare!,Positive,Feedback
Great job on the facilitate B2C portals!,Neutral,Feedback
I want to cancel my account due to phased impactful architecture.,Negative,Cancel Account
There is a billing issue related to optimize compelling partnerships.,Positive,Billing Issue
I would like to change my subscription to include re-contextualize holistic methodologies.,Neutral,Subscription Change
